face_L,face_a,face_b,face_chroma,face_redness,face_uniformity,body_L,body_a,body_b,body_chroma,delta_L,delta_a,delta_b,hair_L,hair_chroma,hair_undertone,eye_L,eye_chroma,eye_clarity,contrast_face_hair,contrast_face_eye,contrast_overall,uv_index,cloud_cover,sun_angle,ambient_light_condition,white_balance_shift,shadow_level,highlight_level,noise_level,has_foundation,has_lipstick,has_contour,has_blush,ethnicity_baseline_L,ethnicity_baseline_a,ethnicity_baseline_b,ethnicity,season,sub_season
38.731,9.271,4.379,10.253,0.3872,0.8629,35.294,11.311,3.763,11.921,3.437,-2.04,0.616,18.634,2.572,-0.5804,25.544,8.049,0.9081,0.201,0.1319,0.3253,2.86,92.11,36.14,0.1786,0.0269,0.1548,0.1658,0.0123,1,0,1,1,36.238,5.341,14.119,African,Winter,Winter_Bright
62.942,12.872,22.672,26.071,0.2749,0.835,58.845,13.427,25.646,28.948,4.097,-0.555,-2.974,29.254,3.509,0.8326,27.43,10.598,0.6649,0.3369,0.3551,0.4015,5.34,15.07,87.44,0.8623,0.1077,0.1199,0.3296,0.0418,1,1,1,0,73.064,13.607,15.058,Asian,Autumn,Autumn_Deep
77.122,6.858,1.336,6.987,0.2439,0.7983,75.111,7.957,-4.322,9.055,2.011,-1.099,5.658,38.788,8.929,-0.6186,39.706,10.497,0.4059,0.3833,0.3742,0.2652,5.44,11.68,90.0,0.959,-0.0123,0.1973,0.2605,0.1061,1,0,1,0,70.968,9.803,14.6,Caucasian,Summer,Summer_Muted
73.814,6.17,6.178,8.732,0.1377,0.7519,61.963,7.637,8.699,11.576,11.851,-1.467,-2.52,49.934,8.992,-0.4239,45.302,26.047,0.4226,0.2388,0.2851,0.1925,1.38,1.08,7.62,1.0,0.065,0.3855,0.0604,0.0077,0,1,0,1,67.599,4.928,17.052,Caucasian,Summer,Summer_Soft
40.838,11.575,15.974,19.727,0.2493,0.8447,39.217,10.451,12.807,16.53,1.621,1.124,3.167,19.604,3.518,1.0,35.482,9.899,0.3977,0.2123,0.0536,0.2568,1.95,19.01,53.05,0.8541,0.0122,0.3689,0.2566,0.0258,1,0,1,1,58.269,11.185,23.344,Asian,Autumn,Autumn_Deep
21.496,16.386,17.874,24.248,0.3266,0.7077,20.72,16.362,17.023,23.611,0.776,0.024,0.851,12.27,10.481,0.1201,29.145,6.953,0.2,0.0923,0.0765,0.1405,2.52,50.04,40.29,0.5214,0.1071,0.3986,0.1975,0.071,0,0,0,0,25.269,6.139,26.299,African,Autumn,Autumn_Muted
62.321,15.045,23.188,27.641,0.2854,0.8327,59.237,14.406,25.271,29.089,3.084,0.639,-2.084,33.781,3.318,0.5207,31.62,11.235,0.419,0.2854,0.307,0.2891,7.69,13.3,75.04,0.8298,-0.0437,0.2796,0.1516,0.0633,0,0,0,0,67.521,3.028,9.223,Caucasian,Autumn,Autumn_Soft
35.002,4.34,5.164,6.745,0.1417,0.928,29.888,5.445,4.253,6.909,5.114,-1.104,0.91,16.207,3.705,-0.3564,19.852,7.347,0.5785,0.188,0.1515,0.1748,5.06,31.39,43.57,0.7611,0.1433,0.1959,0.2609,0.1348,0,0,0,1,26.567,7.224,21.038,African,Summer,Summer_Light
55.603,13.916,-1.856,14.039,0.2744,0.9108,51.527,16.176,0.942,16.203,4.077,-2.26,-2.798,8.577,17.575,-0.7016,26.652,3.573,0.8066,0.4703,0.2895,0.4703,5.58,64.7,74.29,0.5566,0.1955,0.2552,0.1012,0.1446,1,1,0,0,56.398,4.339,14.08,Asian,Winter,Winter_Clear
44.448,11.654,3.069,12.052,0.2488,0.8317,39.141,14.537,4.527,15.226,5.307,-2.883,-1.457,12.613,2.98,-0.493,24.28,5.397,0.5995,0.3183,0.2017,0.3739,3.12,85.68,64.25,0.1476,-0.0238,0.1659,0.2903,0.1378,1,1,0,0,39.935,10.434,20.15,African,Winter,Winter_Clear
86.893,7.497,2.225,7.82,0.2714,0.8446,84.014,7.968,0.271,7.972,2.88,-0.471,1.954,19.831,8.524,-0.4894,23.666,4.654,0.6672,0.6706,0.6323,0.5968,6.83,52.15,62.31,0.5544,-0.0631,0.2347,0.1022,0.0359,1,1,0,1,74.069,7.366,8.269,Caucasian,Winter,Winter_Bright
43.708,6.079,6.13,8.634,0.1478,0.8972,39.294,4.826,7.149,8.625,4.414,1.254,-1.019,10.531,8.592,-0.9277,29.802,9.566,0.6668,0.3318,0.1391,0.174,3.42,77.36,27.05,0.2329,0.0013,0.0809,0.0524,0.0861,1,0,0,1,32.364,4.459,16.15,African,Summer,Summer_Light
80.176,6.692,23.157,24.104,0.3105,0.7965,76.458,4.477,23.885,24.301,3.717,2.215,-0.728,66.645,13.105,0.9742,45.166,23.336,0.518,0.1353,0.3501,0.2943,7.64,0.0,67.96,1.0,0.0006,0.0879,0.2916,0.0685,1,0,0,1,72.971,13.286,14.521,Caucasian,Spring,Spring_Light
37.649,11.726,18.882,22.226,0.341,0.8007,35.82,12.662,19.755,23.464,1.829,-0.936,-0.873,20.962,7.336,1.0,19.732,7.174,0.3954,0.1669,0.1792,0.1402,2.27,90.22,70.5,0.1644,-0.0051,0.2585,0.0797,0.011,1,0,1,1,52.062,2.503,18.399,African,Autumn,Autumn_Muted
44.149,4.159,18.601,19.06,0.1237,0.6757,43.319,4.006,16.961,17.427,0.83,0.152,1.64,14.833,7.616,0.6388,27.936,12.743,0.3066,0.2932,0.1621,0.2426,3.6,42.17,15.85,0.6423,0.0066,0.3077,0.114,0.0229,0,0,0,0,53.739,3.675,17.738,Asian,Autumn,Autumn_Muted
71.836,12.295,13.333,18.137,0.242,0.8925,68.175,15.234,15.429,21.683,3.661,-2.939,-2.096,56.813,10.67,0.3327,54.479,45.0,0.7337,0.1502,0.1736,0.2263,3.79,42.59,55.28,0.6041,0.2405,0.0439,0.2417,0.104,0,0,0,1,62.878,2.31,20.44,Caucasian,Spring,Spring_Clear
46.428,12.999,23.964,27.262,0.2809,0.8176,43.701,12.675,28.322,31.028,2.728,0.324,-4.358,19.827,6.53,0.53,27.886,4.402,0.4919,0.266,0.1854,0.248,3.05,18.51,21.06,0.9094,-0.034,0.233,0.0428,0.3825,1,0,0,1,51.094,9.237,17.044,Asian,Spring,Spring_Warm
60.663,7.989,5.126,9.492,0.2114,0.7991,58.185,3.112,3.215,4.475,2.479,4.877,1.911,19.948,11.322,-0.7442,30.311,11.445,0.604,0.4072,0.3035,0.3887,6.39,37.28,48.67,0.7542,0.1245,0.0805,0.1978,0.0021,1,1,1,0,57.212,4.815,20.664,Asian,Winter,Winter_Clear
92.907,12.59,19.892,23.542,0.2833,0.9031,86.82,10.866,14.702,18.282,6.086,1.724,5.19,55.777,13.132,0.5005,50.953,25.154,0.9029,0.3713,0.4195,0.3496,5.63,45.39,63.84,0.6901,-0.0913,0.0928,0.0573,0.0337,1,1,1,1,80.654,7.188,13.048,Caucasian,Spring,Spring_Bright
77.873,9.829,18.606,21.043,0.2667,0.7964,71.829,10.171,21.155,23.473,6.044,-0.343,-2.548,53.954,9.329,1.0,56.303,32.302,0.8615,0.2392,0.2157,0.2735,8.98,9.55,65.49,0.8177,-0.148,0.3599,0.1819,0.016,0,1,0,0,68.497,9.375,21.16,Asian,Spring,Spring_Clear
58.864,14.854,25.102,29.167,0.3687,0.7586,54.227,11.895,23.828,26.632,4.636,2.958,1.274,58.167,36.146,1.0,36.164,9.574,0.4857,0.007,0.227,0.2412,4.69,33.29,64.61,0.7509,-0.0638,0.1164,0.182,0.0708,0,1,0,0,63.096,14.447,13.534,Caucasian,Spring,Spring_Warm
48.284,12.085,19.23,22.712,0.2624,0.7598,46.597,12.846,19.897,23.684,1.688,-0.762,-0.668,34.301,6.483,0.5548,18.198,14.461,0.5421,0.1398,0.3009,0.2551,5.99,59.85,77.59,0.4479,0.0346,0.518,0.3841,0.0697,0,1,0,0,62.354,8.49,23.672,Caucasian,Autumn,Autumn_Deep
61.471,5.685,5.585,7.969,0.2571,0.7588,55.341,5.848,1.417,6.017,6.129,-0.163,4.169,10.277,4.665,-0.3355,24.584,5.107,0.6018,0.5119,0.3689,0.4157,7.85,68.93,9.48,0.3796,-0.029,0.0819,0.0333,0.0474,0,0,0,1,46.056,10.155,11.984,African,Summer,Summer_Light
88.704,4.675,7.699,9.008,0.1736,0.839,83.34,3.061,9.189,9.686,5.363,1.614,-1.49,46.645,9.145,-0.508,35.273,9.519,0.3274,0.4206,0.5343,0.3422,6.2,75.27,50.66,0.2749,-0.0834,0.0315,0.3374,0.0057,1,1,0,0,75.323,11.371,5.471,Caucasian,Summer,Summer_Soft
45.658,6.94,8.744,11.164,0.2391,0.8706,37.947,8.817,12.084,14.959,7.711,-1.877,-3.34,49.865,8.682,-0.2505,38.876,5.315,0.3712,0.0421,0.0678,0.1683,3.15,39.2,55.33,0.5512,0.023,0.3362,0.2633,0.0653,0,0,0,0,44.171,5.771,20.916,Caucasian,Summer,Summer_Light
75.881,21.159,21.182,29.94,0.4407,0.8516,72.328,19.263,22.957,29.968,3.553,1.896,-1.775,63.333,24.89,0.9799,46.687,17.846,0.8305,0.1255,0.2919,0.3064,3.37,48.96,52.05,0.5967,0.2631,0.1005,0.0232,0.0533,1,1,0,1,67.061,3.003,17.987,Caucasian,Spring,Spring_Bright
36.649,10.085,16.933,19.709,0.2081,0.8471,31.595,10.812,19.775,22.537,5.054,-0.727,-2.841,26.011,6.473,1.0,23.48,12.515,0.7451,0.1064,0.1317,0.191,9.29,15.23,50.27,0.8252,0.0188,0.2882,0.2588,0.0092,0,0,0,1,55.968,13.637,15.982,Asian,Spring,Spring_Warm
50.987,11.829,21.61,24.636,0.3692,0.8897,48.263,11.987,23.022,25.955,2.724,-0.157,-1.411,39.668,16.301,0.9293,27.353,15.785,0.5516,0.1132,0.2363,0.227,7.33,33.37,36.85,0.7881,0.0098,0.3593,0.2508,0.1145,1,0,1,1,48.467,6.121,15.557,Caucasian,Autumn,Autumn_Soft
45.677,16.81,27.127,31.913,0.3748,0.813,42.714,17.362,30.555,35.143,2.963,-0.552,-3.428,46.515,7.515,1.0,31.721,7.35,0.6346,0.0084,0.1396,0.1008,2.92,4.61,71.88,0.822,0.2184,0.3554,0.2051,0.0533,0,1,0,0,41.345,5.82,17.195,Asian,Spring,Spring_Warm
38.71,2.109,5.365,5.765,0.0614,0.8645,34.655,1.868,7.397,7.629,4.056,0.241,-2.031,24.254,3.38,-0.7232,5.0,4.906,0.7586,0.1446,0.3371,0.3687,2.8,69.08,23.26,0.3623,-0.0305,0.4279,0.1854,0.1414,1,0,1,0,64.676,12.434,23.793,Asian,Winter,Winter_Deep
74.333,7.516,2.171,7.823,0.2006,0.9088,71.939,6.307,5.51,8.375,2.394,1.209,-3.339,26.881,5.57,-0.7732,25.151,8.568,0.8497,0.4745,0.4918,0.493,6.77,63.83,77.93,0.3289,-0.0062,0.2669,0.0095,0.0084,1,0,0,1,75.831,11.303,11.405,Caucasian,Winter,Winter_Clear
41.171,17.579,29.597,34.424,0.3897,0.8619,35.31,17.388,35.787,39.788,5.861,0.191,-6.191,35.81,8.503,1.0,24.689,7.36,0.6003,0.0536,0.1648,0.2529,3.13,67.73,61.84,0.3828,-0.0135,0.4221,0.3204,0.0871,1,1,0,1,59.017,2.401,16.47,Caucasian,Autumn,Autumn_Warm
45.943,2.344,-0.977,2.54,0.1555,0.8299,38.654,0.826,1.891,2.064,7.289,1.519,-2.868,12.511,2.283,-0.2263,24.076,10.241,0.758,0.3343,0.2187,0.4468,0.0,89.64,34.95,0.2143,-0.0996,0.2125,0.1179,0.1432,1,0,1,0,40.95,11.426,11.943,Asian,Winter,Winter_Bright
45.472,12.597,30.375,32.884,0.2405,0.9058,43.41,12.23,30.089,32.48,2.062,0.367,0.286,41.919,18.07,0.7623,21.281,9.724,0.3783,0.0355,0.2419,0.2165,8.46,22.24,64.54,0.8502,0.0769,0.1344,0.0328,0.064,0,1,0,1,58.268,5.75,17.076,Asian,Autumn,Autumn_Soft
90.934,11.328,21.037,23.893,0.2705,0.8038,86.884,10.446,20.543,23.047,4.05,0.881,0.493,39.086,6.583,1.0,32.041,6.893,0.3717,0.5185,0.5889,0.4202,4.73,48.16,39.86,0.6038,0.1208,0.2415,0.2301,0.0327,0,0,0,0,90.0,5.303,13.309,Caucasian,Autumn,Autumn_Soft
34.343,15.22,32.289,35.696,0.3031,0.6906,30.253,14.842,33.652,36.78,4.09,0.378,-1.363,14.441,8.072,0.6251,18.221,10.075,0.5072,0.199,0.1612,0.1729,2.97,25.83,35.18,0.7673,0.0385,0.2607,0.0869,0.1237,0,0,0,1,52.84,10.124,17.68,Asian,Autumn,Autumn_Deep
39.055,3.706,6.301,7.31,0.1321,0.7707,29.636,6.437,4.746,7.998,9.419,-2.731,1.554,25.961,5.343,-0.7545,24.558,8.804,0.2,0.1309,0.145,0.1357,8.42,50.21,65.88,0.553,0.0124,0.1743,0.1526,0.0201,0,0,0,0,55.847,10.838,16.62,Asian,Summer,Summer_Muted
66.327,18.668,26.96,32.792,0.3072,0.798,64.996,18.336,30.773,35.821,1.331,0.332,-3.812,22.761,3.493,0.6997,17.23,5.034,0.4083,0.4357,0.491,0.3629,5.56,44.71,39.01,0.5754,0.0107,0.1419,0.0117,0.0164,0,0,0,0,73.421,5.571,15.818,Caucasian,Autumn,Autumn_Deep
44.081,21.531,31.848,38.444,0.5086,0.7494,42.421,22.105,31.905,38.814,1.659,-0.574,-0.056,24.842,8.244,1.0,26.014,9.472,0.715,0.1924,0.1807,0.2692,3.07,97.37,64.98,0.05,-0.0698,0.1276,0.1778,0.0472,0,0,0,1,44.271,6.978,15.167,African,Autumn,Autumn_Warm
41.42,7.681,-0.54,7.7,0.2355,0.8855,38.936,8.641,-2.878,9.108,2.484,-0.961,2.338,16.477,4.434,-0.3867,33.813,10.61,0.8827,0.2494,0.0761,0.35,4.89,49.65,48.16,0.612,-0.0454,0.1292,0.2249,0.0478,0,0,0,1,32.81,10.643,22.596,African,Winter,Winter_Bright
49.12,19.982,25.635,32.503,0.5097,0.7946,43.094,20.838,26.175,33.457,6.027,-0.856,-0.54,49.813,11.157,1.0,43.794,13.658,0.6043,0.0069,0.0533,0.1838,2.7,88.03,1.77,0.148,-0.0034,0.2371,0.1384,0.0058,0,1,0,1,52.948,8.667,12.438,Caucasian,Spring,Spring_Warm
61.495,8.358,23.245,24.702,0.2035,0.6963,55.623,8.697,25.128,26.591,5.873,-0.34,-1.883,21.98,5.201,0.498,18.686,9.13,0.5635,0.3952,0.4281,0.4383,9.76,20.74,76.74,0.7698,-0.0557,0.05,0.2416,0.019,1,0,0,0,66.293,14.382,17.698,Asian,Autumn,Autumn_Deep
58.201,3.232,5.067,6.01,0.0811,0.7805,57.209,3.007,7.1,7.711,0.992,0.225,-2.033,12.76,5.955,-0.0689,31.96,8.935,0.5951,0.4544,0.2624,0.2701,2.36,2.59,24.79,0.9822,0.0343,0.4498,0.172,0.0509,0,1,0,0,62.458,8.626,20.011,Asian,Summer,Summer_Light
80.38,3.517,9.68,10.299,0.2683,0.8226,78.522,1.823,10.536,10.693,1.858,1.694,-0.857,34.283,9.512,0.5836,23.959,14.974,0.4792,0.461,0.5642,0.3677,5.48,75.11,2.38,0.3375,-0.0238,0.2751,0.0376,0.0382,1,0,0,0,86.987,8.778,14.568,Caucasian,Autumn,Autumn_Muted
56.985,4.717,14.841,15.572,0.1806,0.9086,53.759,3.669,15.213,15.649,3.226,1.047,-0.372,47.998,9.432,0.3429,35.959,23.83,0.5901,0.0899,0.2103,0.2004,4.13,100.0,47.6,0.1155,0.0021,0.2844,0.14,0.1127,1,0,0,1,53.635,7.76,17.672,Caucasian,Summer,Summer_Soft
65.093,5.114,5.901,7.808,0.1392,0.8263,58.537,4.634,7.004,8.399,6.555,0.479,-1.104,15.821,7.636,-0.4636,47.918,16.724,0.4748,0.4927,0.1718,0.3138,6.61,10.57,90.0,0.8697,0.067,0.2786,0.2175,0.1137,1,0,0,0,65.1,2.963,22.766,Asian,Summer,Summer_Light
34.577,1.985,5.975,6.296,0.1873,0.8037,29.192,0.487,4.769,4.794,5.386,1.498,1.206,15.851,6.963,-0.2669,30.868,11.572,0.4196,0.1873,0.0371,0.195,10.81,65.1,90.0,0.388,0.025,0.0762,0.1743,0.1442,1,1,1,0,48.261,9.681,7.858,Asian,Summer,Summer_Muted
35.014,6.059,8.933,10.794,0.1616,0.8628,29.238,4.205,4.679,6.291,5.776,1.854,4.254,48.862,8.219,-0.2701,18.212,7.471,0.4346,0.1385,0.168,0.1375,6.52,38.13,34.71,0.5878,-0.0872,0.0318,0.0161,0.1375,1,0,1,0,34.359,10.215,16.521,African,Summer,Summer_Soft
88.275,2.463,12.092,12.341,0.0776,0.8221,79.612,4.438,12.941,13.681,8.662,-1.975,-0.849,57.952,21.876,-0.4393,47.377,20.321,0.6112,0.3032,0.409,0.3156,9.21,20.19,66.37,0.6784,0.0151,0.1791,0.2918,0.1099,0,0,0,1,87.005,8.285,10.174,Caucasian,Summer,Summer_Light
91.672,11.468,20.1,23.141,0.2662,0.8355,87.763,11.293,19.18,22.258,3.909,0.175,0.919,53.93,10.478,-0.0952,58.218,16.437,0.5587,0.3774,0.3345,0.4176,2.79,74.09,29.54,0.3929,-0.1303,0.2246,0.2993,0.0448,1,0,1,1,78.123,6.522,9.289,Caucasian,Spring,Spring_Clear
53.092,7.227,14.916,16.574,0.153,0.929,51.887,4.793,18.268,18.887,1.205,2.434,-3.352,31.517,3.938,-0.0763,21.757,6.946,0.7394,0.2158,0.3133,0.292,7.2,49.08,35.66,0.3825,0.0056,0.4858,0.1483,0.0673,1,0,0,0,51.163,4.979,13.643,Asian,Spring,Spring_Clear
49.454,11.789,5.355,12.948,0.3018,0.8421,43.521,11.476,2.77,11.806,5.933,0.313,2.585,34.056,4.039,0.093,16.683,6.014,0.555,0.154,0.3277,0.3616,6.84,76.09,0.0,0.2982,-0.0044,0.1198,0.1329,0.0037,1,1,0,1,62.214,6.128,16.22,Caucasian,Autumn,Autumn_Deep
79.532,17.949,26.881,32.322,0.3406,0.8737,78.274,20.777,25.791,33.118,1.258,-2.828,1.09,47.75,9.437,1.0,41.848,10.252,0.5103,0.3178,0.3768,0.3543,4.61,80.71,18.71,0.3135,0.0139,0.434,0.1965,0.0159,1,1,1,0,82.828,3.332,14.967,Caucasian,Spring,Spring_Warm
67.456,19.001,11.677,22.302,0.344,0.8597,66.707,20.293,9.967,22.609,0.749,-1.293,1.71,59.531,29.746,0.5903,59.165,16.314,0.8524,0.0793,0.0829,0.2476,2.63,83.04,0.76,0.05,0.055,0.3932,0.0763,0.006,0,0,0,1,74.308,3.773,18.754,Caucasian,Spring,Spring_Bright
66.597,16.789,31.786,35.948,0.4222,0.788,57.214,20.902,33.435,39.431,9.383,-4.113,-1.649,6.0,3.835,0.6761,26.333,7.833,0.5245,0.606,0.4026,0.4905,8.15,36.0,58.25,0.7573,0.0168,0.1576,0.245,0.1021,1,1,1,1,61.148,10.308,19.739,Asian,Spring,Spring_Warm
81.17,1.063,-1.903,2.18,0.1327,0.859,79.224,-1.175,-0.349,1.226,1.947,2.238,-1.554,18.288,5.122,-0.9726,30.953,5.789,0.8783,0.6288,0.5022,0.4244,8.32,41.86,63.11,0.6864,-0.0537,0.3245,0.1383,0.0232,1,1,1,1,63.51,4.96,13.001,Caucasian,Winter,Winter_Clear
62.675,2.949,11.518,11.89,0.0825,0.7635,56.961,2.026,12.106,12.275,5.714,0.923,-0.588,60.038,20.853,-0.424,32.863,3.511,0.5761,0.0264,0.2981,0.1782,1.51,55.01,72.65,0.5195,0.0143,0.0767,0.1571,0.0122,1,0,1,0,69.458,9.297,17.954,Asian,Summer,Summer_Light
48.684,14.218,14.898,20.594,0.2829,0.7519,44.817,15.694,12.081,19.806,3.867,-1.476,2.817,51.598,19.767,0.4962,24.957,7.212,0.7734,0.0291,0.2373,0.2635,4.41,40.69,63.86,0.6757,0.0835,0.3285,0.067,0.1433,1,1,1,1,41.1,12.531,11.977,African,Spring,Spring_Bright
18.263,9.935,6.862,12.074,0.2617,0.7165,15.016,8.867,11.129,14.229,3.247,1.068,-4.267,11.424,2.187,-1.0,20.836,16.567,0.5758,0.0684,0.0257,0.2886,4.33,100.0,13.28,0.1038,0.0249,0.0679,0.0102,0.1728,0,1,0,1,27.025,8.905,9.452,African,Winter,Winter_Deep
40.36,10.167,31.984,33.561,0.1912,0.7848,33.135,10.338,32.749,34.342,7.225,-0.171,-0.766,24.055,6.851,0.9988,14.265,5.881,0.3787,0.1631,0.2609,0.2277,0.0,73.86,12.19,0.4256,0.0812,0.2039,0.0901,0.0326,0,0,0,1,37.001,4.855,19.65,African,Autumn,Autumn_Warm
57.964,5.046,2.769,5.756,0.1202,0.8813,53.378,7.816,4.423,8.981,4.586,-2.77,-1.654,13.746,9.05,-1.0,26.95,5.224,0.4778,0.4422,0.3101,0.3102,0.41,30.49,16.99,0.747,-0.1194,0.1981,0.2211,0.0505,1,0,0,0,52.273,6.727,20.28,Asian,Summer,Summer_Cool
69.897,5.128,3.735,6.344,0.1265,0.8654,61.742,9.63,4.237,10.521,8.155,-4.502,-0.503,15.357,2.369,-1.0,14.762,6.874,0.5757,0.5454,0.5514,0.491,5.69,39.53,35.83,0.6406,-0.1735,0.1171,0.4617,0.0262,1,0,1,0,61.907,2.755,17.605,Asian,Winter,Winter_Deep
17.418,0.785,10.09,10.12,0.0821,0.8194,14.067,3.448,14.259,14.669,3.351,-2.663,-4.169,14.567,3.022,-0.8836,15.411,4.066,0.4735,0.0285,0.0201,0.1507,6.29,20.64,49.37,0.7022,0.0531,0.2809,0.3637,0.0246,0,0,0,1,29.061,8.201,24.686,African,Summer,Summer_Muted
56.613,10.966,0.067,10.966,0.3845,0.8605,54.052,9.131,-1.441,9.244,2.561,1.835,1.508,19.676,8.461,-0.1931,20.341,5.704,0.5403,0.3694,0.3627,0.3679,1.17,24.5,72.74,0.8156,0.0661,0.2111,0.0322,0.098,0,0,0,0,52.856,8.592,19.418,Asian,Winter,Winter_Cool
51.889,4.572,22.901,23.353,0.1983,0.8502,50.713,5.638,26.569,27.161,1.176,-1.066,-3.668,33.216,4.801,0.6073,27.427,7.041,0.8735,0.1867,0.2446,0.3221,3.44,67.53,10.97,0.4657,0.0102,0.3527,0.0373,0.0165,0,0,0,1,51.505,5.635,13.34,Asian,Spring,Spring_Bright
64.179,13.274,22.505,26.128,0.2389,0.8383,62.737,15.073,26.971,30.897,1.442,-1.799,-4.466,11.877,3.253,0.6555,28.409,7.293,0.7434,0.523,0.3577,0.3231,7.24,100.0,75.45,0.1116,-0.0091,0.2907,0.0794,0.035,0,0,0,1,56.093,10.739,15.416,African,Spring,Spring_Clear
64.709,2.566,5.214,5.811,0.0782,0.8834,63.026,3.579,3.008,4.675,1.683,-1.013,2.206,48.719,14.57,-1.0,20.223,9.353,0.5549,0.1599,0.4449,0.2345,7.95,77.98,55.4,0.3271,-0.0396,0.0458,0.1533,0.0731,0,0,0,0,58.391,8.787,18.726,Asian,Summer,Summer_Cool
80.008,-0.642,9.335,9.357,0.1258,0.7467,73.168,-4.331,10.236,11.114,6.84,3.688,-0.901,43.484,14.65,0.3308,38.882,4.723,0.5765,0.3652,0.4113,0.2684,4.38,64.6,68.15,0.3616,0.0467,0.0902,0.2321,0.0263,1,0,0,1,65.734,4.792,9.949,Caucasian,Summer,Summer_Soft
50.676,7.833,-2.712,8.29,0.2216,0.8013,47.371,7.747,-4.59,9.004,3.305,0.087,1.878,20.15,8.582,-0.4541,12.452,10.826,0.4917,0.3053,0.3822,0.3923,10.25,18.0,81.13,0.9285,-0.0168,0.2977,0.1766,0.0209,0,0,0,1,69.316,6.588,10.849,Caucasian,Winter,Winter_Deep
78.052,4.001,3.757,5.488,0.1579,0.8126,76.737,4.86,1.484,5.081,1.315,-0.858,2.273,20.529,4.228,-0.2922,21.298,7.253,0.8254,0.5752,0.5675,0.5518,6.8,61.65,31.08,0.5401,0.0082,0.0705,0.0127,0.0081,0,0,0,0,71.054,12.178,16.288,Caucasian,Winter,Winter_Clear
73.823,8.708,10.562,13.689,0.3181,0.8908,70.357,10.073,12.42,15.991,3.466,-1.366,-1.858,56.37,16.644,0.3253,52.907,23.867,0.8062,0.1745,0.2092,0.2022,6.98,26.8,5.04,0.809,-0.0935,0.185,0.0345,0.0226,1,0,1,1,75.374,7.924,17.46,Caucasian,Spring,Spring_Clear
15.736,6.849,5.199,8.599,0.2039,0.8372,13.159,6.263,6.668,9.148,2.577,0.587,-1.469,25.583,6.429,-1.0,23.704,7.148,0.6744,0.0985,0.0797,0.2408,9.58,36.93,6.25,0.6798,0.0716,0.1845,0.103,0.0343,1,0,1,1,42.054,7.295,11.281,African,Winter,Winter_Deep
70.175,5.322,17.995,18.766,0.1684,0.8448,67.181,5.543,20.49,21.227,2.995,-0.221,-2.495,35.707,13.442,-0.0402,24.236,9.298,0.419,0.3447,0.4594,0.2997,3.88,54.22,13.14,0.4119,-0.0028,0.051,0.4408,0.0095,1,0,1,1,72.98,10.483,9.267,Caucasian,Autumn,Autumn_Muted
53.971,14.656,19.67,24.53,0.354,0.8927,48.511,11.81,21.222,24.287,5.46,2.846,-1.553,9.477,3.069,0.7409,31.397,10.292,0.7898,0.4449,0.2257,0.3527,7.36,20.39,17.84,0.9121,0.0503,0.2966,0.3109,0.0467,1,0,0,1,50.506,5.249,13.495,African,Spring,Spring_Bright
73.659,3.641,7.822,8.627,0.097,0.8339,69.42,2.354,6.513,6.925,4.238,1.287,1.309,50.261,11.098,-0.5186,30.831,6.195,0.3499,0.234,0.4283,0.2573,8.48,69.27,54.16,0.4093,0.0987,0.1748,0.2414,0.0244,1,0,0,1,64.378,3.173,17.019,Caucasian,Summer,Summer_Muted
62.21,5.728,1.098,5.833,0.1448,0.8135,58.462,5.726,2.229,6.145,3.749,0.002,-1.132,41.818,8.023,-0.3669,32.314,12.91,0.2656,0.2039,0.299,0.2381,5.18,51.35,37.0,0.5281,-0.0,0.3854,0.2275,0.0408,1,0,0,0,64.763,12.767,6.322,Caucasian,Summer,Summer_Muted
58.128,6.628,2.149,6.968,0.1646,0.7385,53.88,4.259,6.842,8.059,4.249,2.369,-4.693,46.706,11.245,-0.8268,32.598,7.172,0.408,0.1142,0.2553,0.2519,4.15,76.9,72.64,0.1987,0.009,0.2045,0.0533,0.1272,1,1,0,0,64.951,3.003,8.206,Caucasian,Summer,Summer_Cool
90.433,7.761,14.347,16.312,0.1989,0.8932,82.887,5.654,14.402,15.472,7.547,2.107,-0.055,61.696,22.596,0.3955,52.481,22.404,0.7419,0.2874,0.3795,0.3282,1.95,94.53,73.9,0.2462,0.0116,0.1596,0.2683,0.0061,1,0,0,0,73.16,8.041,11.777,Caucasian,Spring,Spring_Clear
71.021,16.942,28.267,32.955,0.3405,0.8631,67.104,17.345,29.73,34.42,3.916,-0.403,-1.463,16.506,6.997,0.3456,30.69,3.61,0.3818,0.5451,0.4033,0.3118,5.77,35.16,32.23,0.7144,0.1255,0.2293,0.1767,0.1897,0,1,0,1,70.496,13.363,22.731,Asian,Autumn,Autumn_Soft
24.931,15.183,23.805,28.235,0.3067,0.8902,23.078,16.753,27.404,32.119,1.852,-1.57,-3.599,14.221,7.216,0.3043,19.514,18.35,0.6433,0.1071,0.0542,0.2696,5.4,82.5,65.59,0.2917,0.0271,0.401,0.2384,0.0474,1,0,1,0,34.874,12.192,19.524,African,Autumn,Autumn_Deep
78.175,15.903,20.13,25.654,0.4203,0.7561,77.383,14.78,22.476,26.9,0.792,1.122,-2.346,23.289,5.06,0.8119,17.998,16.011,0.5747,0.5489,0.6018,0.4116,6.04,19.13,75.94,0.8247,-0.0844,0.3143,0.2359,0.0511,1,1,1,1,67.497,9.695,20.324,Asian,Spring,Spring_Warm
